ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_feature,misc_val,mo_sold,yr_sold,saleprice,porch_total,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_ClyTile,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw,fence_No Fence,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
20,63.0,7500,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2004,2004,VinylSd,VinylSd,None,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,1158.0,1158.0,5,Y,1158,0,0,1158,0.0,0.0,1,1,3,1,4,5,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,Y,0,50,0,0,0,0,0,None,0,8,2009,143500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,79.0,14122,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2005,2006,CemntBd,CmentBd,BrkFace,240.0,4,TA,PConc,5,3,1,6,28.0,1,0.0,1794.0,1822.0,5,Y,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2005.0,2,3.0,678.0,3,3,Y,0,119,0,0,0,0,0,None,0,2,2010,259000,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,21000,Pave,No_alley,Reg,Bnk,AllPub,Gtl,Norm,Norm,1Fam,6,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,3,Gd,CBlock,4,3,2,5,35.0,3,869.0,905.0,1809.0,3,Y,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,Typ,2,4,Basment,1953.0,1,2.0,450.0,3,3,Y,166,120,192,0,0,0,0,None,0,10,2007,217000,478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
50,70.0,8737,Pave,No_alley,IR1,Bnk,AllPub,Gtl,Norm,Norm,1Fam,6,7,1923,1950,BrkFace,Wd Sdng,None,0.0,3,TA,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,5,Y,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,Typ,1,4,Detchd,1950.0,1,2.0,440.0,3,3,Y,0,38,0,144,0,0,0,None,0,5,2007,210000,182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,8750,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1970,1970,MetalSd,MetalSd,BrkFace,76.0,3,TA,CBlock,3,3,1,4,828.0,1,0.0,174.0,1002.0,3,Y,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1973.0,1,2.0,902.0,3,3,Y,0,0,0,0,0,0,0,None,0,8,2009,148500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,73.0,8499,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2006,2007,VinylSd,VinylSd,None,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,616.0,616.0,5,Y,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2007.0,3,2.0,432.0,3,3,Y,0,36,0,0,0,0,0,None,0,3,2007,156932,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90,72.0,11072,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,Duplex,5,5,1965,1965,HdBoard,HdBoard,None,0.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,1728.0,1728.0,3,Y,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,Typ,0,0,Detchd,1987.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,None,0,11,2008,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,64.0,6762,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2007,2007,VinylSd,VinylSd,None,0.0,4,TA,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,5,Y,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2007.0,2,2.0,662.0,3,3,Y,168,0,0,0,0,0,0,None,0,5,2009,200000,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,105.0,15431,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,10,5,2005,2006,VinylSd,VinylSd,BrkFace,400.0,5,TA,PConc,5,3,4,6,1430.0,1,0.0,564.0,1994.0,5,Y,2046,0,0,2046,1.0,0.0,2,1,2,1,5,7,Typ,2,4,Attchd,2005.0,3,3.0,878.0,3,3,Y,188,65,0,0,175,0,0,None,0,8,2007,450000,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,6,5,1999,1999,MetalSd,MetalSd,BrkFace,894.0,3,TA,PConc,4,3,1,6,381.0,1,0.0,348.0,729.0,4,Y,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,Typ,0,0,Detchd,1999.0,1,2.0,440.0,3,3,Y,0,24,0,0,0,0,0,None,0,3,2009,172500,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,90.0,10800,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1974,1997,HdBoard,HdBoard,None,0.0,3,TA,CBlock,3,3,1,5,956.0,3,182.0,384.0,1522.0,3,Y,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,Typ,1,3,Attchd,1974.0,2,2.0,624.0,3,3,Y,38,243,0,0,0,0,0,None,0,6,2008,240000,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,102.0,11143,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2004,2005,CemntBd,CmentBd,None,0.0,4,TA,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,5,Y,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,Typ,1,4,Attchd,2004.0,2,2.0,610.0,3,3,Y,159,214,0,0,0,0,0,None,0,12,2007,340000,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,73.0,8925,Pave,No_alley,IR1,HLS,AllPub,Gtl,Norm,Norm,1Fam,8,5,2007,2007,VinylSd,VinylSd,None,0.0,4,TA,PConc,4,3,3,6,16.0,1,0.0,1450.0,1466.0,5,Y,1466,0,0,1466,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,3,3.0,610.0,3,3,Y,100,18,0,0,0,0,0,None,0,7,2009,201000,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,120.0,10356,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1975,1975,HdBoard,HdBoard,None,0.0,3,TA,CBlock,3,3,3,4,716.0,1,0.0,253.0,969.0,3,Y,969,0,0,969,0.0,0.0,1,1,3,1,3,5,Typ,0,0,Attchd,1975.0,1,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,None,0,1,2007,122000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,93.0,12299,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,6,1978,1985,Plywood,Plywood,Stone,67.0,3,TA,CBlock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,3,Y,1664,0,0,1664,1.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,1978.0,3,2.0,663.0,3,3,Y,0,0,0,0,0,0,0,None,0,9,2007,213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,90.0,9900,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,6,5,1967,1967,BrkComm,Brk Cmn,None,0.0,4,TA,CBlock,3,3,1,3,1173.0,1,0.0,507.0,1680.0,3,Y,1691,0,0,1691,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1967.0,1,2.0,550.0,4,3,Y,0,67,260,0,0,0,0,None,0,4,2009,175000,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,64.0,6762,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108.0,4,TA,PConc,4,3,1,6,664.0,1,0.0,544.0,1208.0,5,Y,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2007.0,2,2.0,628.0,3,3,Y,105,54,0,0,0,0,0,None,0,9,2007,195400,159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,75.0,11625,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1967,1967,HdBoard,HdBoard,BrkFace,172.0,3,TA,CBlock,3,3,1,4,527.0,1,0.0,525.0,1052.0,3,Y,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,Typ,1,1,Attchd,1984.0,3,1.0,668.0,3,3,Y,0,215,0,0,0,0,0,None,0,4,2009,113500,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,65.0,6435,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAn,Norm,1Fam,6,5,1939,1950,MetalSd,MetalSd,None,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,4,Y,972,605,0,1577,0.0,0.0,1,0,3,1,2,6,Typ,1,4,Detchd,1939.0,1,1.0,312.0,3,3,Y,0,0,0,0,0,0,0,None,0,10,2006,140200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,65.0,8450,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAe,Norm,1Fam,5,6,1968,1968,Plywood,Plywood,BrkFace,90.0,3,TA,CBlock,3,3,1,4,162.0,3,270.0,450.0,882.0,3,Y,909,0,0,909,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1968.0,1,1.0,294.0,3,3,Y,0,155,0,0,0,0,0,None,0,11,2006,116000,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20,88.0,11577,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,9,5,2005,2006,VinylSd,VinylSd,BrkFace,382.0,5,TA,PConc,4,3,4,6,1455.0,1,0.0,383.0,1838.0,5,Y,1838,0,0,1838,1.0,0.0,2,0,3,1,5,9,Typ,1,4,Attchd,2005.0,3,3.0,682.0,3,3,Y,161,225,0,0,0,0,0,None,0,9,2006,359900,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60,50.0,8340,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1977,1977,HdBoard,Plywood,BrkFace,62.0,3,TA,CBlock,4,3,3,6,509.0,1,0.0,166.0,675.0,3,Y,686,702,0,1388,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1977.0,1,1.0,317.0,3,3,Y,406,36,0,0,0,0,0,None,0,12,2006,157500,442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,10708,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1955,1993,Wd Sdng,Wd Sdng,None,0.0,4,TA,CBlock,3,3,1,2,379.0,4,768.0,470.0,1617.0,5,Y,1867,0,0,1867,1.0,0.0,1,0,2,1,3,7,Typ,3,4,Attchd,1955.0,3,1.0,303.0,3,3,Y,476,0,0,0,142,0,0,None,0,11,2009,190000,618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30,60.0,6911,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,5,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,3,TA,PConc,3,3,2,2,405.0,1,0.0,740.0,1145.0,3,Y,1301,0,0,1301,0.0,0.0,1,0,2,1,2,5,Min1,0,0,Detchd,1965.0,1,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,None,0,10,2009,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,80.0,8800,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1964,1964,HdBoard,HdBoard,BrkFace,425.0,3,TA,CBlock,3,3,1,4,553.0,1,0.0,698.0,1251.0,3,Y,1251,0,0,1251,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,1964.0,2,1.0,461.0,3,3,Y,0,116,0,0,0,0,0,Shed,700,3,2006,160000,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,65.0,10739,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2002,2001,VinylSd,VinylSd,BrkFace,68.0,4,TA,PConc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,5,Y,1444,0,0,1444,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2002.0,2,2.0,577.0,3,3,Y,144,40,0,0,0,0,0,None,0,4,2009,203000,184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,69.05520046484602,9572,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,1990,1990,Wd Sdng,Wd Sdng,BrkFace,336.0,4,TA,PConc,5,3,1,6,482.0,1,0.0,971.0,1453.0,5,Y,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,Typ,1,5,Attchd,1990.0,2,2.0,750.0,4,4,Y,500,0,0,0,0,0,0,None,0,6,2007,302000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120,50.0,8012,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,6,5,1980,1980,Plywood,Plywood,None,0.0,3,TA,CBlock,4,3,1,4,543.0,4,119.0,261.0,923.0,3,Y,923,0,0,923,0.0,0.0,2,0,2,1,3,5,Typ,1,3,Attchd,1980.0,2,1.0,264.0,3,3,Y,80,0,0,0,0,0,0,None,0,5,2010,143000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,66.0,16226,Pave,No_alley,IR3,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,1998,1999,VinylSd,VinylSd,None,0.0,4,TA,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,5,Y,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,Typ,1,3,BuiltIn,1998.0,3,2.0,683.0,3,3,Y,208,50,0,0,0,0,0,None,0,5,2007,267000,258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,69.05520046484602,10899,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,Duplex,4,5,1964,1964,HdBoard,HdBoard,None,0.0,3,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,3,N,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,Typ,0,0,CarPort,1964.0,1,3.0,530.0,3,3,Y,0,0,0,0,0,0,0,None,0,4,2007,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120,32.0,4500,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,6,5,1998,1998,VinylSd,VinylSd,BrkFace,443.0,3,Gd,PConc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,5,Y,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,3,2.0,405.0,3,3,Y,0,199,0,0,0,0,0,None,0,3,2006,153500,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,69.05520046484602,16647,Pave,No_alley,IR1,Lvl,AllPub,Gtl,RRAe,Norm,1Fam,5,5,1975,1981,HdBoard,HdBoard,None,0.0,3,TA,CBlock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,3,Y,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,Min2,2,3,Basment,1975.0,3,2.0,611.0,3,3,Y,0,0,0,0,0,0,0,None,0,1,2007,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
